"userid","variant","age","install_source","device_linked","week","hit_streak","claimed_reward","exercise_mins","days_exercised"
955,"Increased Rewards",45,"organic","Garmin",2021-03-08,1,0,166,3
955,"Increased Rewards",45,"organic","Garmin",2021-03-15,1,0,310,6
955,"Increased Rewards",45,"organic","Garmin",2021-03-22,1,0,150,3
510,"Control",31,"referred","Applewatch",2021-03-01,0,0,91,2
510,"Control",31,"referred","Applewatch",2021-03-08,1,0,568,7
510,"Control",31,"referred","Applewatch",2021-03-15,1,0,423,7
510,"Control",31,"referred","Applewatch",2021-03-22,1,0,533,7
962,"Control",23,"referred","FitBit",2021-03-01,1,0,393,7
962,"Control",23,"referred","FitBit",2021-03-08,1,0,237,5
962,"Control",23,"referred","FitBit",2021-03-15,1,1,150,3
962,"Control",23,"referred","FitBit",2021-03-22,1,0,500,7
88,"Increased Rewards",34,"referred","FitBit",2021-03-01,1,1,439,7
88,"Increased Rewards",34,"referred","FitBit",2021-03-08,1,0,348,7
88,"Increased Rewards",34,"referred","FitBit",2021-03-15,1,1,403,7
88,"Increased Rewards",34,"referred","FitBit",2021-03-22,1,0,378,7
132,"Control",39,"referred","Applewatch",2021-03-01,0,0,219,4
132,"Control",39,"referred","Applewatch",2021-03-08,1,0,553,7
132,"Control",39,"referred","Applewatch",2021-03-15,0,0,86,2
132,"Control",39,"referred","Applewatch",2021-03-22,1,0,150,3
438,"Control",52,"organic","Applewatch",2021-03-01,0,0,72,1
438,"Control",52,"organic","Applewatch",2021-03-08,0,0,122,2
438,"Control",52,"organic","Applewatch",2021-03-15,1,0,321,6
438,"Control",52,"organic","Applewatch",2021-03-22,1,0,469,7
777,"Increased Rewards",10,"organic","Applewatch",2021-03-01,1,0,150,3
777,"Increased Rewards",10,"organic","Applewatch",2021-03-08,1,0,571,7
777,"Increased Rewards",10,"organic","Applewatch",2021-03-15,0,0,0,0
777,"Increased Rewards",10,"organic","Applewatch",2021-03-22,1,0,395,7
788,"Control",31,"referred","Applewatch",2021-03-01,1,0,479,7
788,"Control",31,"referred","Applewatch",2021-03-08,1,1,150,3
788,"Control",31,"referred","Applewatch",2021-03-15,1,1,649,7
788,"Control",31,"referred","Applewatch",2021-03-22,1,0,771,7
471,"Increased Rewards",35,"referred","Applewatch",2021-03-01,1,0,534,7
471,"Increased Rewards",35,"referred","Applewatch",2021-03-08,1,0,287,6
471,"Increased Rewards",35,"referred","Applewatch",2021-03-15,1,0,492,7
471,"Increased Rewards",35,"referred","Applewatch",2021-03-22,1,0,416,7
251,"Increased Rewards",28,"organic","Applewatch",2021-03-01,1,0,484,7
251,"Increased Rewards",28,"organic","Applewatch",2021-03-08,1,0,247,5
251,"Increased Rewards",28,"organic","Applewatch",2021-03-15,1,0,388,7
251,"Increased Rewards",28,"organic","Applewatch",2021-03-22,1,0,565,7
203,"Increased Rewards",14,"organic","Applewatch",2021-03-01,0,0,0,0
203,"Increased Rewards",14,"organic","Applewatch",2021-03-08,1,0,150,3
203,"Increased Rewards",14,"organic","Applewatch",2021-03-15,1,1,555,7
203,"Increased Rewards",14,"organic","Applewatch",2021-03-22,1,0,403,7
246,"Increased Rewards",36,"referred","FitBit",2021-03-01,1,0,571,7
246,"Increased Rewards",36,"referred","FitBit",2021-03-08,1,1,245,5
246,"Increased Rewards",36,"referred","FitBit",2021-03-15,1,0,615,7
246,"Increased Rewards",36,"referred","FitBit",2021-03-22,1,0,197,4
481,"Control",21,"referred","Applewatch",2021-03-01,0,0,88,2
481,"Control",21,"referred","Applewatch",2021-03-08,1,1,444,7
481,"Control",21,"referred","Applewatch",2021-03-15,1,0,791,7
481,"Control",21,"referred","Applewatch",2021-03-22,0,0,84,2
574,"Control",33,"organic","Applewatch",2021-03-01,1,0,569,7
574,"Control",33,"organic","Applewatch",2021-03-08,0,0,105,2
574,"Control",33,"organic","Applewatch",2021-03-15,1,0,600,7
574,"Control",33,"organic","Applewatch",2021-03-22,0,0,117,2
440,"Increased Rewards",37,"referred","Applewatch",2021-03-01,1,1,557,7
440,"Increased Rewards",37,"referred","Applewatch",2021-03-08,1,0,307,6
440,"Increased Rewards",37,"referred","Applewatch",2021-03-15,1,0,741,7
440,"Increased Rewards",37,"referred","Applewatch",2021-03-22,1,0,859,7
435,"Control",41,"referred","Applewatch",2021-03-01,0,0,156,3
435,"Control",41,"referred","Applewatch",2021-03-08,1,0,150,3
435,"Control",41,"referred","Applewatch",2021-03-15,1,0,643,7
435,"Control",41,"referred","Applewatch",2021-03-22,1,1,150,3
626,"Control",14,"referred","Applewatch",2021-03-01,1,0,195,4
626,"Control",14,"referred","Applewatch",2021-03-08,0,0,0,0
626,"Control",14,"referred","Applewatch",2021-03-15,1,0,270,5
626,"Control",14,"referred","Applewatch",2021-03-22,1,1,477,7
492,"Increased Rewards",39,"referred","Applewatch",2021-03-01,1,0,341,7
492,"Increased Rewards",39,"referred","Applewatch",2021-03-08,0,0,0,0
492,"Increased Rewards",39,"referred","Applewatch",2021-03-15,1,0,150,3
492,"Increased Rewards",39,"referred","Applewatch",2021-03-22,1,0,619,7
817,"Increased Rewards",21,"organic","Applewatch",2021-03-01,1,0,163,3
817,"Increased Rewards",21,"organic","Applewatch",2021-03-08,1,0,150,3
817,"Increased Rewards",21,"organic","Applewatch",2021-03-15,1,0,517,7
817,"Increased Rewards",21,"organic","Applewatch",2021-03-22,1,0,441,7
131,"Control",16,"referred","Applewatch",2021-03-01,1,0,510,7
131,"Control",16,"referred","Applewatch",2021-03-08,1,0,150,3
131,"Control",16,"referred","Applewatch",2021-03-15,1,0,150,3
131,"Control",16,"referred","Applewatch",2021-03-22,0,0,78,2
667,"Control",41,"organic","Applewatch",2021-03-01,1,1,150,3
667,"Control",41,"organic","Applewatch",2021-03-08,1,1,243,5
667,"Control",41,"organic","Applewatch",2021-03-15,1,0,150,3
667,"Control",41,"organic","Applewatch",2021-03-22,0,0,196,4
478,"Control",40,"paid_ad","Applewatch",2021-03-01,1,0,296,6
478,"Control",40,"paid_ad","Applewatch",2021-03-08,1,0,322,6
478,"Control",40,"paid_ad","Applewatch",2021-03-15,1,0,311,6
478,"Control",40,"paid_ad","Applewatch",2021-03-22,1,0,506,7
162,"Increased Rewards",26,"organic","Applewatch",2021-03-01,1,0,429,7
162,"Increased Rewards",26,"organic","Applewatch",2021-03-08,1,0,281,6
162,"Increased Rewards",26,"organic","Applewatch",2021-03-15,1,0,281,6
162,"Increased Rewards",26,"organic","Applewatch",2021-03-22,1,0,251,5
322,"Control",36,"referred","Applewatch",2021-03-01,1,0,439,7
322,"Control",36,"referred","Applewatch",2021-03-08,1,0,392,7
322,"Control",36,"referred","Applewatch",2021-03-15,1,1,572,7
322,"Control",36,"referred","Applewatch",2021-03-22,1,0,503,7
692,"Increased Rewards",20,"referred","Applewatch",2021-03-01,1,0,555,7
692,"Increased Rewards",20,"referred","Applewatch",2021-03-08,1,0,150,3
692,"Increased Rewards",20,"referred","Applewatch",2021-03-15,1,0,474,7
692,"Increased Rewards",20,"referred","Applewatch",2021-03-22,1,1,281,6
168,"Control",27,"referred","Applewatch",2021-03-01,1,0,156,3
168,"Control",27,"referred","Applewatch",2021-03-08,1,0,445,7
168,"Control",27,"referred","Applewatch",2021-03-15,1,0,248,5
168,"Control",27,"referred","Applewatch",2021-03-22,1,1,308,6
442,"Increased Rewards",28,"referred","Applewatch",2021-03-01,0,0,88,2
442,"Increased Rewards",28,"referred","Applewatch",2021-03-08,1,0,453,7
442,"Increased Rewards",28,"referred","Applewatch",2021-03-15,1,0,247,5
442,"Increased Rewards",28,"referred","Applewatch",2021-03-22,1,0,417,7
276,"Control",26,"organic","Applewatch",2021-03-01,1,0,179,4
276,"Control",26,"organic","Applewatch",2021-03-08,1,1,508,7
276,"Control",26,"organic","Applewatch",2021-03-15,1,0,548,7
276,"Control",26,"organic","Applewatch",2021-03-22,1,1,245,5
78,"Control",36,"organic","Applewatch",2021-03-01,1,1,545,7
78,"Control",36,"organic","Applewatch",2021-03-08,1,1,419,7
78,"Control",36,"organic","Applewatch",2021-03-15,0,0,74,1
78,"Control",36,"organic","Applewatch",2021-03-22,1,0,150,3
957,"Control",43,"organic","Applewatch",2021-03-01,0,0,113,2
957,"Control",43,"organic","Applewatch",2021-03-08,1,0,239,5
957,"Control",43,"organic","Applewatch",2021-03-15,0,0,72,1
957,"Control",43,"organic","Applewatch",2021-03-22,1,0,642,7
819,"Control",24,"referred","Applewatch",2021-03-01,1,0,264,5
819,"Control",24,"referred","Applewatch",2021-03-08,0,0,50,1
819,"Control",24,"referred","Applewatch",2021-03-15,1,0,477,7
819,"Control",24,"referred","Applewatch",2021-03-22,1,0,227,5
527,"Increased Rewards",28,"organic","FitBit",2021-03-01,1,0,275,6
527,"Increased Rewards",28,"organic","FitBit",2021-03-08,1,0,170,3
527,"Increased Rewards",28,"organic","FitBit",2021-03-15,1,0,263,5
527,"Increased Rewards",28,"organic","FitBit",2021-03-22,1,1,327,7
835,"Control",44,"organic","Applewatch",2021-03-01,1,0,545,7
835,"Control",44,"organic","Applewatch",2021-03-08,1,1,154,3
835,"Control",44,"organic","Applewatch",2021-03-15,0,0,78,2
835,"Control",44,"organic","Applewatch",2021-03-22,0,0,0,0
95,"Control",25,"organic","FitBit",2021-03-01,1,0,447,7
95,"Control",25,"organic","FitBit",2021-03-08,1,0,394,7
95,"Control",25,"organic","FitBit",2021-03-15,1,0,554,7
95,"Control",25,"organic","FitBit",2021-03-22,0,0,48,1
406,"Increased Rewards",4,"referred","Applewatch",2021-03-01,1,0,276,6
406,"Increased Rewards",4,"referred","Applewatch",2021-03-08,1,1,228,5
406,"Increased Rewards",4,"referred","Applewatch",2021-03-15,1,0,323,6
406,"Increased Rewards",4,"referred","Applewatch",2021-03-22,1,0,170,3
552,"Increased Rewards",34,"referred","Applewatch",2021-03-01,1,1,931,7
552,"Increased Rewards",34,"referred","Applewatch",2021-03-08,1,0,435,7
552,"Increased Rewards",34,"referred","Applewatch",2021-03-15,1,0,799,7
552,"Increased Rewards",34,"referred","Applewatch",2021-03-22,1,0,276,6
379,"Increased Rewards",20,"referred","Applewatch",2021-03-01,1,0,347,7
379,"Increased Rewards",20,"referred","Applewatch",2021-03-08,1,1,150,3
379,"Increased Rewards",20,"referred","Applewatch",2021-03-15,1,0,354,7
379,"Increased Rewards",20,"referred","Applewatch",2021-03-22,0,0,10,0
342,"Increased Rewards",19,"referred","Applewatch",2021-03-01,1,0,498,7
342,"Increased Rewards",19,"referred","Applewatch",2021-03-08,0,0,31,1
342,"Increased Rewards",19,"referred","Applewatch",2021-03-15,1,0,177,4
342,"Increased Rewards",19,"referred","Applewatch",2021-03-22,1,0,446,7
221,"Control",42,"referred","Applewatch",2021-03-01,1,0,288,6
221,"Control",42,"referred","Applewatch",2021-03-08,1,0,639,7
221,"Control",42,"referred","Applewatch",2021-03-15,1,0,541,7
221,"Control",42,"referred","Applewatch",2021-03-22,1,0,150,3
184,"Control",52,"referred","Applewatch",2021-03-01,1,0,150,3
184,"Control",52,"referred","Applewatch",2021-03-08,0,0,50,1
184,"Control",52,"referred","Applewatch",2021-03-15,1,1,325,6
184,"Control",52,"referred","Applewatch",2021-03-22,1,1,483,7
161,"Control",19,"organic","Applewatch",2021-03-01,1,0,219,4
161,"Control",19,"organic","Applewatch",2021-03-08,1,0,427,7
161,"Control",19,"organic","Applewatch",2021-03-15,1,1,459,7
161,"Control",19,"organic","Applewatch",2021-03-22,1,1,150,3
504,"Increased Rewards",38,"referred","Applewatch",2021-03-01,1,0,373,7
504,"Increased Rewards",38,"referred","Applewatch",2021-03-08,1,0,150,3
504,"Increased Rewards",38,"referred","Applewatch",2021-03-15,1,0,608,7
504,"Increased Rewards",38,"referred","Applewatch",2021-03-22,1,0,352,7
448,"Increased Rewards",28,"referred","Applewatch",2021-03-01,1,1,911,7
448,"Increased Rewards",28,"referred","Applewatch",2021-03-08,1,0,236,5
448,"Increased Rewards",28,"referred","Applewatch",2021-03-15,1,0,150,3
448,"Increased Rewards",28,"referred","Applewatch",2021-03-22,0,0,170,3
242,"Increased Rewards",30,"referred","Applewatch",2021-03-01,1,0,343,7
242,"Increased Rewards",30,"referred","Applewatch",2021-03-08,1,0,575,7
242,"Increased Rewards",30,"referred","Applewatch",2021-03-15,1,0,526,7
242,"Increased Rewards",30,"referred","Applewatch",2021-03-22,1,0,429,7
181,"Control",40,"referred","Applewatch",2021-03-01,1,0,711,7
181,"Control",40,"referred","Applewatch",2021-03-08,1,0,539,7
181,"Control",40,"referred","Applewatch",2021-03-15,1,1,150,3
181,"Control",40,"referred","Applewatch",2021-03-22,0,0,65,1
718,"Control",31,"referred","FitBit",2021-03-01,1,1,745,7
718,"Control",31,"referred","FitBit",2021-03-08,0,0,116,2
718,"Control",31,"referred","FitBit",2021-03-15,1,0,391,7
718,"Control",31,"referred","FitBit",2021-03-22,1,0,578,7
812,"Increased Rewards",20,"referred","Applewatch",2021-03-01,1,0,150,3
812,"Increased Rewards",20,"referred","Applewatch",2021-03-08,1,0,496,7
812,"Increased Rewards",20,"referred","Applewatch",2021-03-15,1,0,150,3
812,"Increased Rewards",20,"referred","Applewatch",2021-03-22,1,0,513,7
918,"Increased Rewards",24,"referred","Applewatch",2021-03-01,1,0,150,3
918,"Increased Rewards",24,"referred","Applewatch",2021-03-08,1,1,387,7
918,"Increased Rewards",24,"referred","Applewatch",2021-03-15,1,0,491,7
918,"Increased Rewards",24,"referred","Applewatch",2021-03-22,0,0,107,2
930,"Increased Rewards",35,"organic","Applewatch",2021-03-01,1,0,558,7
930,"Increased Rewards",35,"organic","Applewatch",2021-03-08,1,0,343,7
930,"Increased Rewards",35,"organic","Applewatch",2021-03-15,1,0,386,7
930,"Increased Rewards",35,"organic","Applewatch",2021-03-22,1,1,305,6
414,"Control",6,"organic","Applewatch",2021-03-01,1,1,191,4
414,"Control",6,"organic","Applewatch",2021-03-08,0,0,24,0
414,"Control",6,"organic","Applewatch",2021-03-15,0,0,0,0
414,"Control",6,"organic","Applewatch",2021-03-22,0,0,155,3
407,"Control",39,"referred","Applewatch",2021-03-01,1,1,345,7
407,"Control",39,"referred","Applewatch",2021-03-08,1,0,304,6
407,"Control",39,"referred","Applewatch",2021-03-15,0,0,68,1
407,"Control",39,"referred","Applewatch",2021-03-22,1,0,150,3
991,"Control",14,"referred","Applewatch",2021-03-01,1,0,369,7
991,"Control",14,"referred","Applewatch",2021-03-08,1,1,430,7
991,"Control",14,"referred","Applewatch",2021-03-15,1,0,594,7
991,"Control",14,"referred","Applewatch",2021-03-22,0,0,63,1
949,"Control",29,"referred","Applewatch",2021-03-01,1,0,150,3
949,"Control",29,"referred","Applewatch",2021-03-08,0,0,199,4
949,"Control",29,"referred","Applewatch",2021-03-15,1,0,641,7
949,"Control",29,"referred","Applewatch",2021-03-22,1,0,300,6
273,"Increased Rewards",27,"organic","Applewatch",2021-03-01,1,0,528,7
273,"Increased Rewards",27,"organic","Applewatch",2021-03-08,0,0,40,1
273,"Increased Rewards",27,"organic","Applewatch",2021-03-15,1,0,150,3
273,"Increased Rewards",27,"organic","Applewatch",2021-03-22,1,0,346,7
187,"Increased Rewards",41,"referred","Applewatch",2021-03-01,1,0,222,4
187,"Increased Rewards",41,"referred","Applewatch",2021-03-08,1,0,150,3
187,"Increased Rewards",41,"referred","Applewatch",2021-03-15,1,0,150,3
187,"Increased Rewards",41,"referred","Applewatch",2021-03-22,1,0,150,3
535,"Increased Rewards",30,"referred","FitBit",2021-03-01,0,0,69,1
535,"Increased Rewards",30,"referred","FitBit",2021-03-08,1,0,500,7
535,"Increased Rewards",30,"referred","FitBit",2021-03-15,0,0,92,2
535,"Increased Rewards",30,"referred","FitBit",2021-03-22,0,0,155,3
171,"Control",30,"referred","Applewatch",2021-03-01,1,0,410,7
171,"Control",30,"referred","Applewatch",2021-03-08,0,0,201,4
171,"Control",30,"referred","Applewatch",2021-03-15,1,0,318,6
171,"Control",30,"referred","Applewatch",2021-03-22,0,0,11,0
501,"Control",35,"referred","Applewatch",2021-03-01,0,0,91,2
501,"Control",35,"referred","Applewatch",2021-03-08,1,0,173,3
501,"Control",35,"referred","Applewatch",2021-03-15,0,0,117,2
501,"Control",35,"referred","Applewatch",2021-03-22,0,0,0,0
753,"Increased Rewards",21,"referred","Applewatch",2021-03-01,1,0,420,7
753,"Increased Rewards",21,"referred","Applewatch",2021-03-08,1,0,496,7
753,"Increased Rewards",21,"referred","Applewatch",2021-03-15,0,0,147,3
753,"Increased Rewards",21,"referred","Applewatch",2021-03-22,1,0,226,5
601,"Control",27,"organic","Applewatch",2021-03-01,1,0,302,6
601,"Control",27,"organic","Applewatch",2021-03-08,0,0,55,1
601,"Control",27,"organic","Applewatch",2021-03-15,1,1,388,7
601,"Control",27,"organic","Applewatch",2021-03-22,0,0,72,1
136,"Control",40,"organic","Applewatch",2021-03-01,1,0,480,7
136,"Control",40,"organic","Applewatch",2021-03-08,1,0,187,4
136,"Control",40,"organic","Applewatch",2021-03-15,1,0,714,7
136,"Control",40,"organic","Applewatch",2021-03-22,1,0,150,3
79,"Control",35,"referred","Applewatch",2021-03-01,1,0,302,6
79,"Control",35,"referred","Applewatch",2021-03-08,1,1,425,7
79,"Control",35,"referred","Applewatch",2021-03-15,1,1,433,7
79,"Control",35,"referred","Applewatch",2021-03-22,0,0,101,2
951,"Increased Rewards",16,"referred","Applewatch",2021-03-01,1,0,427,7
951,"Increased Rewards",16,"referred","Applewatch",2021-03-08,1,0,450,7
951,"Increased Rewards",16,"referred","Applewatch",2021-03-15,1,0,150,3
951,"Increased Rewards",16,"referred","Applewatch",2021-03-22,1,0,682,7
670,"Control",35,"referred","Applewatch",2021-03-01,1,0,186,4
670,"Control",35,"referred","Applewatch",2021-03-08,0,0,69,1
670,"Control",35,"referred","Applewatch",2021-03-15,0,0,100,2
670,"Control",35,"referred","Applewatch",2021-03-22,1,1,421,7
890,"Increased Rewards",15,"organic","Applewatch",2021-03-01,1,0,730,7
890,"Increased Rewards",15,"organic","Applewatch",2021-03-08,1,0,288,6
890,"Increased Rewards",15,"organic","Applewatch",2021-03-15,1,0,150,3
890,"Increased Rewards",15,"organic","Applewatch",2021-03-22,1,0,582,7
295,"Control",23,"organic","Applewatch",2021-03-01,1,1,537,7
295,"Control",23,"organic","Applewatch",2021-03-08,1,1,150,3
295,"Control",23,"organic","Applewatch",2021-03-15,0,0,15,0
295,"Control",23,"organic","Applewatch",2021-03-22,1,0,478,7
802,"Control",40,"referred","FitBit",2021-03-01,0,0,133,3
802,"Control",40,"referred","FitBit",2021-03-08,1,1,302,6
802,"Control",40,"referred","FitBit",2021-03-15,0,0,95,2
802,"Control",40,"referred","FitBit",2021-03-22,1,0,374,7
505,"Control",7,"paid_ad","Applewatch",2021-03-01,1,0,150,3
505,"Control",7,"paid_ad","Applewatch",2021-03-08,1,1,150,3
505,"Control",7,"paid_ad","Applewatch",2021-03-15,1,0,605,7
505,"Control",7,"paid_ad","Applewatch",2021-03-22,1,0,302,6
443,"Increased Rewards",12,"organic","Applewatch",2021-03-01,0,0,34,1
443,"Increased Rewards",12,"organic","Applewatch",2021-03-08,1,0,318,6
443,"Increased Rewards",12,"organic","Applewatch",2021-03-15,1,1,150,3
443,"Increased Rewards",12,"organic","Applewatch",2021-03-22,1,1,150,3
284,"Control",41,"referred","Applewatch",2021-03-01,0,0,178,4
284,"Control",41,"referred","Applewatch",2021-03-08,1,0,198,4
284,"Control",41,"referred","Applewatch",2021-03-15,1,0,703,7
284,"Control",41,"referred","Applewatch",2021-03-22,1,0,150,3
595,"Control",21,"referred","Applewatch",2021-03-01,1,0,524,7
595,"Control",21,"referred","Applewatch",2021-03-08,1,0,620,7
595,"Control",21,"referred","Applewatch",2021-03-15,0,0,44,1
595,"Control",21,"referred","Applewatch",2021-03-22,0,0,157,3
87,"Control",41,"organic","Applewatch",2021-03-01,1,0,421,7
87,"Control",41,"organic","Applewatch",2021-03-08,1,0,577,7
87,"Control",41,"organic","Applewatch",2021-03-15,1,0,587,7
87,"Control",41,"organic","Applewatch",2021-03-22,1,0,394,7
805,"Control",27,"referred","Applewatch",2021-03-01,1,1,266,5
805,"Control",27,"referred","Applewatch",2021-03-08,0,0,0,0
805,"Control",27,"referred","Applewatch",2021-03-15,1,0,150,3
805,"Control",27,"referred","Applewatch",2021-03-22,1,1,417,7
651,"Control",33,"organic","FitBit",2021-03-01,1,1,526,7
651,"Control",33,"organic","FitBit",2021-03-08,1,0,150,3
651,"Control",33,"organic","FitBit",2021-03-15,1,0,350,7
651,"Control",33,"organic","FitBit",2021-03-22,0,0,0,0
138,"Increased Rewards",36,"referred","Applewatch",2021-03-01,1,0,572,7
138,"Increased Rewards",36,"referred","Applewatch",2021-03-08,1,0,392,7
138,"Increased Rewards",36,"referred","Applewatch",2021-03-15,1,0,208,4
138,"Increased Rewards",36,"referred","Applewatch",2021-03-22,1,0,505,7
365,"Control",22,"organic","Applewatch",2021-03-01,1,0,276,6
365,"Control",22,"organic","Applewatch",2021-03-08,1,1,329,7
365,"Control",22,"organic","Applewatch",2021-03-15,1,0,226,5
365,"Control",22,"organic","Applewatch",2021-03-22,0,0,161,3
803,"Control",26,"organic","Applewatch",2021-03-01,1,0,664,7
803,"Control",26,"organic","Applewatch",2021-03-08,1,0,563,7
803,"Control",26,"organic","Applewatch",2021-03-15,0,0,36,1
803,"Control",26,"organic","Applewatch",2021-03-22,1,1,158,3
933,"Control",25,"referred","Applewatch",2021-03-01,0,0,20,0
933,"Control",25,"referred","Applewatch",2021-03-08,1,0,697,7
933,"Control",25,"referred","Applewatch",2021-03-15,1,0,417,7
933,"Control",25,"referred","Applewatch",2021-03-22,0,0,123,2
644,"Increased Rewards",56,"referred","Applewatch",2021-03-01,0,0,106,2
644,"Increased Rewards",56,"referred","Applewatch",2021-03-08,1,0,495,7
644,"Increased Rewards",56,"referred","Applewatch",2021-03-15,0,0,78,2
644,"Increased Rewards",56,"referred","Applewatch",2021-03-22,1,0,294,6
754,"Increased Rewards",30,"referred","Applewatch",2021-03-01,1,0,228,5
754,"Increased Rewards",30,"referred","Applewatch",2021-03-08,1,0,591,7
754,"Increased Rewards",30,"referred","Applewatch",2021-03-15,1,0,702,7
754,"Increased Rewards",30,"referred","Applewatch",2021-03-22,1,0,246,5
336,"Control",33,"referred","Applewatch",2021-03-01,0,0,39,1
336,"Control",33,"referred","Applewatch",2021-03-08,1,0,362,7
336,"Control",33,"referred","Applewatch",2021-03-15,1,0,327,7
336,"Control",33,"referred","Applewatch",2021-03-22,1,0,236,5
739,"Control",25,"paid_ad","Applewatch",2021-03-01,1,0,366,7
739,"Control",25,"paid_ad","Applewatch",2021-03-08,1,0,667,7
739,"Control",25,"paid_ad","Applewatch",2021-03-15,1,0,430,7
739,"Control",25,"paid_ad","Applewatch",2021-03-22,1,0,496,7
232,"Increased Rewards",26,"referred","Applewatch",2021-03-01,1,0,150,3
232,"Increased Rewards",26,"referred","Applewatch",2021-03-08,1,0,564,7
232,"Increased Rewards",26,"referred","Applewatch",2021-03-15,1,0,243,5
232,"Increased Rewards",26,"referred","Applewatch",2021-03-22,1,0,364,7
334,"Control",42,"organic","Garmin",2021-03-01,0,0,78,2
334,"Control",42,"organic","Garmin",2021-03-08,1,0,150,3
334,"Control",42,"organic","Garmin",2021-03-15,1,0,150,3
334,"Control",42,"organic","Garmin",2021-03-22,0,0,36,1
987,"Increased Rewards",25,"organic","Applewatch",2021-03-01,1,1,273,5
987,"Increased Rewards",25,"organic","Applewatch",2021-03-08,1,0,702,7
987,"Increased Rewards",25,"organic","Applewatch",2021-03-15,1,1,401,7
987,"Increased Rewards",25,"organic","Applewatch",2021-03-22,1,0,315,6
433,"Control",29,"referred","Applewatch",2021-03-01,1,0,470,7
433,"Control",29,"referred","Applewatch",2021-03-08,0,0,1,0
433,"Control",29,"referred","Applewatch",2021-03-15,1,0,324,6
433,"Control",29,"referred","Applewatch",2021-03-22,0,0,78,2
328,"Control",32,"referred","Applewatch",2021-03-01,1,1,150,3
328,"Control",32,"referred","Applewatch",2021-03-08,1,0,452,7
328,"Control",32,"referred","Applewatch",2021-03-15,1,0,150,3
328,"Control",32,"referred","Applewatch",2021-03-22,0,0,52,1
876,"Control",24,"referred","Applewatch",2021-03-01,1,1,360,7
876,"Control",24,"referred","Applewatch",2021-03-08,0,0,122,2
876,"Control",24,"referred","Applewatch",2021-03-15,1,1,578,7
876,"Control",24,"referred","Applewatch",2021-03-22,1,0,480,7
470,"Control",47,"referred","Applewatch",2021-03-01,1,1,636,7
470,"Control",47,"referred","Applewatch",2021-03-08,1,1,452,7
470,"Control",47,"referred","Applewatch",2021-03-15,0,0,149,3
470,"Control",47,"referred","Applewatch",2021-03-22,1,0,480,7
264,"Control",15,"referred","Applewatch",2021-03-01,0,0,4,0
264,"Control",15,"referred","Applewatch",2021-03-08,1,1,507,7
264,"Control",15,"referred","Applewatch",2021-03-15,0,0,0,0
264,"Control",15,"referred","Applewatch",2021-03-22,0,0,149,3
779,"Control",48,"referred","Applewatch",2021-03-01,1,0,347,7
779,"Control",48,"referred","Applewatch",2021-03-08,1,0,382,7
779,"Control",48,"referred","Applewatch",2021-03-15,1,0,171,3
779,"Control",48,"referred","Applewatch",2021-03-22,1,1,667,7
201,"Increased Rewards",25,"referred","Applewatch",2021-03-01,1,0,707,7
201,"Increased Rewards",25,"referred","Applewatch",2021-03-08,1,1,337,7
201,"Increased Rewards",25,"referred","Applewatch",2021-03-15,1,0,749,7
201,"Increased Rewards",25,"referred","Applewatch",2021-03-22,1,0,440,7
820,"Increased Rewards",42,"referred","Applewatch",2021-03-01,1,1,394,7
820,"Increased Rewards",42,"referred","Applewatch",2021-03-08,1,0,887,7
820,"Increased Rewards",42,"referred","Applewatch",2021-03-15,1,0,150,3
820,"Increased Rewards",42,"referred","Applewatch",2021-03-22,1,0,377,7
729,"Increased Rewards",9,"referred","Applewatch",2021-03-01,1,1,150,3
729,"Increased Rewards",9,"referred","Applewatch",2021-03-08,1,1,202,4
729,"Increased Rewards",9,"referred","Applewatch",2021-03-15,1,0,150,3
729,"Increased Rewards",9,"referred","Applewatch",2021-03-22,1,0,323,6
620,"Control",38,"organic","Applewatch",2021-03-01,1,1,150,3
620,"Control",38,"organic","Applewatch",2021-03-08,1,0,150,3
620,"Control",38,"organic","Applewatch",2021-03-15,1,0,526,7
620,"Control",38,"organic","Applewatch",2021-03-22,1,0,194,4
815,"Control",37,"referred","Applewatch",2021-03-01,1,1,366,7
815,"Control",37,"referred","Applewatch",2021-03-08,0,0,91,2
815,"Control",37,"referred","Applewatch",2021-03-15,0,0,44,1
815,"Control",37,"referred","Applewatch",2021-03-22,1,0,150,3
707,"Increased Rewards",16,"organic","Applewatch",2021-03-01,1,0,189,4
707,"Increased Rewards",16,"organic","Applewatch",2021-03-08,1,0,150,3
707,"Increased Rewards",16,"organic","Applewatch",2021-03-15,1,0,575,7
707,"Increased Rewards",16,"organic","Applewatch",2021-03-22,1,0,584,7
65,"Control",21,"organic","Applewatch",2021-03-01,1,1,150,3
65,"Control",21,"organic","Applewatch",2021-03-08,1,0,150,3
65,"Control",21,"organic","Applewatch",2021-03-15,0,0,13,0
65,"Control",21,"organic","Applewatch",2021-03-22,0,0,0,0
507,"Control",30,"referred","FitBit",2021-03-01,1,0,358,7
507,"Control",30,"referred","FitBit",2021-03-08,1,0,437,7
507,"Control",30,"referred","FitBit",2021-03-15,0,0,173,3
507,"Control",30,"referred","FitBit",2021-03-22,0,0,89,2
29,"Control",40,"referred","Applewatch",2021-03-01,1,0,150,3
29,"Control",40,"referred","Applewatch",2021-03-08,1,1,432,7
29,"Control",40,"referred","Applewatch",2021-03-15,1,0,150,3
29,"Control",40,"referred","Applewatch",2021-03-22,1,0,408,7
